name,mass (g),fall,year,reclat,reclong,GeoLocation
Cleburne,6800.0,Found,1907.0,32.31667,-97.41667,"(32.31667, -97.41667)"
Cleo Springs,24000.0,Found,1960.0,36.43333,-98.43333,"(36.43333, -98.43333)"
Cleveland,115000.0,Found,1860.0,34.88333,-84.78333,"(34.88333, -84.78333)"
Clifford,11360.0,Found,1962.0,39.1,-103.25833,"(39.1, -103.25833)"
Clinton,7700.0,Found,1950.0,36.08333,-84.2,"(36.08333, -84.2)"
Clover Springs,7700.0,Found,1954.0,34.45,-111.36667,"(34.45, -111.36667)"
Clovis (no. 1),283000.0,Found,1961.0,34.3,-103.13472,"(34.3, -103.13472)"
Clovis (no. 2),41300.0,Found,1963.0,34.3,-103.13333,"(34.3, -103.13333)"
Coahuila,2100000.0,Found,1837.0,28.7,-102.73333,"(28.7, -102.73333)"
Cobija,6530.0,Found,1892.0,-22.56667,-70.25,"(-22.56667, -70.25)"
Cockburn,2460.0,Found,1946.0,-32.13333,141.03333,"(-32.13333, 141.03333)"
Cocklebiddy,19500.0,Found,1949.0,-31.93333,126.21667,"(-31.93333, 126.21667)"
Cocunda,482.0,Found,1945.0,-32.81667,134.8,"(-32.81667, 134.8)"
Colby (Kansas),2400.0,Found,1940.0,39.41667,-101.05,"(39.41667, -101.05)"
Cold Bay,320.0,Found,1921.0,55.18333,-162.55,"(55.18333, -162.55)"
Coldwater (iron),18400.0,Found,1923.0,37.26667,-99.33333,"(37.26667, -99.33333)"
Coldwater (stone),16000.0,Found,1924.0,37.26667,-99.33333,"(37.26667, -99.33333)"
Colfax,2300.0,Found,1880.0,35.3,-81.73333,"(35.3, -81.73333)"
Colomera,134000.0,Found,1912.0,37.43333,-3.65,"(37.43333, -3.65)"
Comanche (iron),19700.0,Found,1940.0,32.01667,-98.7,"(32.01667, -98.7)"
Comanche (stone),2400.0,Found,1956.0,31.99167,-98.65167,"(31.99167, -98.65167)"
Concho,93500.0,Found,1939.0,32.0,-101.5,"(32.0, -101.5)"
Cookeville,2300.0,Found,1913.0,36.16667,-85.51667,"(36.16667, -85.51667)"
Coolac,19280.0,Found,1874.0,-34.96667,148.125,"(-34.96667, 148.125)"
Coolamon,393.0,Found,1921.0,-34.81667,147.13333,"(-34.81667, 147.13333)"
Coolidge,4500.0,Found,1937.0,38.03333,-101.98333,"(38.03333, -101.98333)"
Coomandook,5230.0,Found,1939.0,-35.41667,139.75,"(-35.41667, 139.75)"
Coon Butte,2750.0,Found,1905.0,35.0,-111.0,"(35.0, -111.0)"
Coonana,6800.0,Found,1962.0,-29.85,140.7,"(-29.85, 140.7)"
Coopertown,16800.0,Found,1860.0,36.43333,-87.0,"(36.43333, -87.0)"
Cope,12000.0,Found,1934.0,39.66667,-102.83333,"(39.66667, -102.83333)"
Copiapo,20000.0,Found,1863.0,-27.3,-70.4,"(-27.3, -70.4)"
Coronel Arnold,450.0,Found,1962.0,-33.06667,-61.0,"(-33.06667, -61.0)"
Corrizatillo,1328.0,Found,1884.0,-26.03333,-70.33333,"(-26.03333, -70.33333)"
Cortez,715.6,Found,1940.0,37.35,-108.68333,"(37.35, -108.68333)"
Cosby's Creek,960000.0,Found,1837.0,35.78333,-83.25,"(35.78333, -83.25)"
Costilla Peak,35500.0,Found,1881.0,36.83333,-105.23333,"(36.83333, -105.23333)"
Cotesfield,1160.0,Found,1928.0,41.36667,-98.63333,"(41.36667, -98.63333)"
Cottonwood,800.0,Found,1955.0,34.83333,-112.01667,"(34.83333, -112.01667)"
Covert,61000.0,Found,1896.0,39.2,-98.78333,"(39.2, -98.78333)"
Cowell,5717.0,Found,1932.0,-33.3,136.01667,"(-33.3, 136.01667)"
Cowra,5560.0,Found,1888.0,-33.85,148.68333,"(-33.85, 148.68333)"
Crab Orchard,48500.0,Found,1887.0,35.83333,-84.91667,"(35.83333, -84.91667)"
Cranberry Plains,90.0,Found,1852.0,37.23333,-80.73333,"(37.23333, -80.73333)"
Cranbourne,8600000.0,Found,1854.0,-38.1,145.3,"(-38.1, 145.3)"
Cranfills Gap,6000.0,Found,1940.0,31.75,-97.75,"(31.75, -97.75)"
Cratheús (1931),27500.0,Found,1914.0,-5.25,-40.5,"(-5.25, -40.5)"
Crocker's Well,3.8,Found,1956.0,-32.01667,139.78333,"(-32.01667, 139.78333)"
Crow Peak,6320.0,Found,1958.0,44.47733,-103.972,"(44.47733, -103.972)"
Cruz del Aire,23000.0,Found,1911.0,26.5,-100.0,"(26.5, -100.0)"
Cuba,1500.0,Found,1871.0,22.0,-80.0,"(22.0, -80.0)"
Cuero,46500.0,Found,1936.0,29.01667,-97.28333,"(29.01667, -97.28333)"
Culbertson,5900.0,Found,1913.0,40.23333,-100.83333,"(40.23333, -100.83333)"
Cullison,10000.0,Found,1911.0,37.61667,-98.91667,"(37.61667, -98.91667)"
Cumpas,28600.0,Found,1903.0,30.0,-109.66667,"(30.0, -109.66667)"
Cushing,567.0,Found,1932.0,35.96667,-96.76667,"(35.96667, -96.76667)"
Dadin,27300.0,Found,1949.0,-38.91667,-69.2,"(-38.91667, -69.2)"
Dale Dry Lake,300.0,Found,1957.0,34.08333,-115.78333,"(34.08333, -115.78333)"
Dalgaranga,12200.0,Found,1923.0,-27.71667,117.25,"(-27.71667, 117.25)"
Dalgety Downs,257000.0,Found,1941.0,-25.33333,116.18333,"(-25.33333, 116.18333)"
Dalton,53000.0,Found,1879.0,34.8,-84.98333,"(34.8, -84.98333)"
Daoura,35.0,Found,1952.0,29.58333,-3.75,"(29.58333, -3.75)"
Davis Mountains,689000.0,Found,1903.0,30.75,-104.25,"(30.75, -104.25)"
Davy (a),50600.0,Found,1940.0,29.1,-97.6,"(29.1, -97.6)"
Dayton,26300.0,Found,1892.0,39.75,-84.16667,"(39.75, -84.16667)"
De Hoek,20930.0,Found,1960.0,-29.38333,23.1,"(-29.38333, 23.1)"
De Nova,12700.0,Found,1940.0,39.85,-102.95,"(39.85, -102.95)"
Deelfontein,28000.0,Found,1932.0,-30.18333,23.26667,"(-30.18333, 23.26667)"
Deep Springs,11500.0,Found,1846.0,36.5,-79.75,"(36.5, -79.75)"
Dehesa,280.0,Found,1866.0,-33.5,-70.5,"(-33.5, -70.5)"
Delegate,27700.0,Found,1904.0,-37.0,149.03333,"(-37.0, 149.03333)"
Dellys,76.0,Found,1865.0,36.91667,3.91667,"(36.91667, 3.91667)"
Densmore (1879),37200.0,Found,1879.0,39.65,-99.68333,"(39.65, -99.68333)"
Densmore (1950),11300.0,Found,1950.0,39.56583,-99.64722,"(39.56583, -99.64722)"
Denton County,5400.0,Found,1856.0,33.0,-97.0,"(33.0, -97.0)"
Deport,15000.0,Found,1926.0,33.51667,-95.3,"(33.51667, -95.3)"
Deport (a),604.0,Found,1944.0,33.51667,-95.3,"(33.51667, -95.3)"
Dermbach,1500.0,Found,1924.0,50.71667,10.11667,"(50.71667, 10.11667)"
Dexter,1724.0,Found,1889.0,33.81667,-97.0,"(33.81667, -97.0)"
Dimboola,16000.0,Found,1944.0,-36.5,142.03333,"(-36.5, 142.03333)"
Dimitrovgrad,100000.0,Found,1949.0,43.04639,22.86389,"(43.04639, 22.86389)"
Dimmitt,200000.0,Found,1942.0,34.58333,-102.16667,"(34.58333, -102.16667)"
Dispatch,220.0,Found,1956.0,39.5,-98.53333,"(39.5, -98.53333)"
Dix,44000.0,Found,1927.0,41.23333,-103.48333,"(41.23333, -103.48333)"
Donnybrook,414.0,Found,1918.0,-33.61667,115.91667,"(-33.61667, 115.91667)"
Dora (pallasite),7600.0,Found,1955.0,33.92667,-103.955,"(33.92667, -103.955)"
Dorofeevka,12600.0,Found,1910.0,53.33333,70.06667,"(53.33333, 70.06667)"
Dorrigo,8500.0,Found,1948.0,-30.28333,152.66667,"(-30.28333, 152.66667)"
Doyleville,112.0,Found,1887.0,38.41667,-106.58333,"(38.41667, -106.58333)"
Dresden (Kansas),6760.0,Found,1953.0,39.61667,-100.46306,"(39.61667, -100.46306)"
Drum Mountains,529000.0,Found,1944.0,39.5,-112.9,"(39.5, -112.9)"
Duchesne,22700.0,Found,1906.0,40.38333,-110.86667,"(40.38333, -110.86667)"
Duel Hill (1854),21800.0,Found,1854.0,35.85,-82.7,"(35.85, -82.7)"
Duel Hill (1873),11300.0,Found,1873.0,35.85,-82.7,"(35.85, -82.7)"
Duketon,118300.0,Found,1948.0,-27.5,122.36667,"(-27.5, 122.36667)"
Dumas (a),46050.0,Found,1956.0,35.9,-101.9,"(35.9, -101.9)"
Duncanville,17800.0,Found,1961.0,32.63333,-96.86667,"(32.63333, -96.86667)"
Dungannon,13000.0,Found,1922.0,36.85,-82.45,"(36.85, -82.45)"
Dwight,4100.0,Found,1940.0,38.85,-96.58333,"(38.85, -96.58333)"
Eagle Station,36000.0,Found,1880.0,38.61667,-84.96667,"(38.61667, -84.96667)"
Edmonson (a),12000.0,Found,1955.0,34.28333,-101.83333,"(34.28333, -101.83333)"
Edmonton (Canada),7340.0,Found,1939.0,53.66667,-113.41667,"(53.66667, -113.41667)"
Edmonton (Kentucky),10200.0,Found,1942.0,37.03333,-85.63333,"(37.03333, -85.63333)"
Efremovka,21000.0,Found,1962.0,52.5,77.0,"(52.5, 77.0)"
El Burro,35900.0,Found,1939.0,29.33333,-101.83333,"(29.33333, -101.83333)"
El Capitan,27500.0,Found,1893.0,33.5,-105.5,"(33.5, -105.5)"
El Paso,276.0,Found,1950.0,31.78333,-106.23333,"(31.78333, -106.23333)"
El Perdido,30250.0,Found,1905.0,-38.68333,-61.1,"(-38.68333, -61.1)"
El Qoseir,2405.0,Found,1921.0,26.28333,34.25,"(26.28333, 34.25)"
El Rancho Grande,40.7,Found,1954.0,37.0,-105.0,"(37.0, -105.0)"
El Simbolar,40000.0,Found,1938.0,-30.63333,-64.88333,"(-30.63333, -64.88333)"
El Timbu,500000.0,Found,1942.0,-33.11667,-60.96667,"(-33.11667, -60.96667)"
Elga,28800.0,Found,1959.0,64.7,141.2,"(64.7, 141.2)"
Eli Elwah,15200.0,Found,1888.0,-34.5,144.71667,"(-34.5, 144.71667)"
Elkhart,573.0,Found,1936.0,37.01667,-101.88333,"(37.01667, -101.88333)"
Ellerslie,10200.0,Found,1905.0,-28.9,146.76667,"(-28.9, 146.76667)"
Ellicott,15700.0,Found,1960.0,38.80778,-104.56944,"(38.80778, -104.56944)"
Ellis County,4692.0,Found,1948.0,38.78333,-99.33333,"(38.78333, -99.33333)"
Elm Creek,7000.0,Found,1906.0,38.5,-96.2,"(38.5, -96.2)"
El-Oued,2305.0,Found,1952.0,31.533333,8.883333,"(31.533333, 8.883333)"
Elsinora,1797.0,Found,1922.0,-29.45,143.6,"(-29.45, 143.6)"
Elton,1900.0,Found,1936.0,33.71667,-100.83333,"(33.71667, -100.83333)"
Emery,16700.0,Found,1962.0,43.56333,-97.58333,"(43.56333, -97.58333)"
Emmitsburg,450.0,Found,1854.0,39.71667,-77.3,"(39.71667, -77.3)"
Emsland,19000.0,Found,1940.0,53.1,7.2,"(53.1, 7.2)"
Enon,763.0,Found,1883.0,39.86667,-83.95,"(39.86667, -83.95)"
Erofeevka,1771.9,Found,1937.0,51.86667,70.35,"(51.86667, 70.35)"
Esquel,755000.0,Found,1951.0,-42.9,-71.33333,"(-42.9, -71.33333)"
Estacado,290000.0,Found,1883.0,33.9,-101.75,"(33.9, -101.75)"
Eunice,2300.0,Found,1961.0,34.47,-101.75833,"(34.47, -101.75833)"
Eustis,502.0,Found,1918.0,28.83333,-81.68333,"(28.83333, -81.68333)"
Fairburn,445.0,Found,1907.0,43.603,-103.026,"(43.603, -103.026)"
Faith,105000.0,Found,1952.0,45.33333,-102.08333,"(45.33333, -102.08333)"
Farley,19400.0,Found,1936.0,36.33333,-104.05,"(36.33333, -104.05)"
Farnum,4200.0,Found,1937.0,40.25,-100.23333,"(40.25, -100.23333)"
Ferguson Switch,1700.0,Found,1937.0,34.0,-101.5,"(34.0, -101.5)"
Fillmore,113.0,Found,1916.0,49.883333,-103.6,"(49.883333, -103.6)"
Finmarken,78300.0,Found,1902.0,70.0,24.0,"(70.0, 24.0)"
Finney,10700.0,Found,1962.0,34.26667,-101.56667,"(34.26667, -101.56667)"
Flagg,7000.0,Found,1954.0,34.43333,-102.51667,"(34.43333, -102.51667)"
Fleming,1750.0,Found,1940.0,40.68333,-102.81667,"(40.68333, -102.81667)"
Floydada,12500.0,Found,1912.0,33.98333,-101.28333,"(33.98333, -101.28333)"
Föllinge,400.0,Found,1932.0,63.73333,14.85,"(63.73333, 14.85)"
Forestburg (a),26100.0,Found,1957.0,33.50667,-97.65139,"(33.50667, -97.65139)"
Forestburg (b),26600.0,Found,1957.0,33.49556,-97.58861,"(33.49556, -97.58861)"
Forrest Lakes,500.0,Found,1948.0,-29.41667,129.5,"(-29.41667, 129.5)"
Forsyth County,22700.0,Found,1891.0,36.1,-80.2,"(36.1, -80.2)"
Fort Pierre,15900.0,Found,1856.0,44.35,-100.38333,"(44.35, -100.38333)"
Fort Stockton,4762.8,Found,1952.0,30.91667,-103.06667,"(30.91667, -103.06667)"
Four Corners,25000.0,Found,1924.0,37.0,-109.05,"(37.0, -109.05)"
Franceville,18800.0,Found,1890.0,38.81667,-104.61667,"(38.81667, -104.61667)"
Frankfort (iron),10900.0,Found,1866.0,38.2,-84.83333,"(38.2, -84.83333)"
Franklin,9062.0,Found,1921.0,36.71667,-86.56667,"(36.71667, -86.56667)"
Franklinville,108.0,Found,1888.0,38.5,-100.0,"(38.5, -100.0)"
Freda,268.0,Found,1919.0,46.38333,-101.23333,"(46.38333, -101.23333)"
Fremont Butte,6647.0,Found,1963.0,38.5,-105.5,"(38.5, -105.5)"
Fukue,7.3,Found,1849.0,32.7,128.85,"(32.7, 128.85)"
Gahanna,1201.0,Found,1950.0,40.01667,-82.86667,"(40.01667, -82.86667)"
Gail,4650.0,Found,1948.0,32.7,-101.6,"(32.7, -101.6)"
Garden Head,1296.0,Found,1944.0,49.81667,-108.46,"(49.81667, -108.46)"
Garnett,4788.0,Found,1938.0,38.26667,-95.25,"(38.26667, -95.25)"
Garraf,8800.0,Found,1905.0,41.26667,1.91667,"(41.26667, 1.91667)"
Gay Gulch,483.0,Found,1901.0,63.91667,-139.33333,"(63.91667, -139.33333)"
Genichesk,531.0,Found,1927.0,46.7,32.6,"(46.7, 32.6)"
Gerona,148.0,Found,1899.0,41.96667,2.81667,"(41.96667, 2.81667)"
Ghubara,1750000.0,Found,1954.0,19.22778,56.14278,"(19.22778, 56.14278)"
Gibeon,26000000.0,Found,1836.0,-25.5,18.0,"(-25.5, 18.0)"
Gilgoin,147000.0,Found,1889.0,-30.38333,147.2,"(-30.38333, 147.2)"
Giroux,4275.0,Found,1954.0,49.61667,-96.55,"(49.61667, -96.55)"
Gladstone (iron),736600.0,Found,1915.0,-23.9,151.3,"(-23.9, 151.3)"
Gladstone (stone),57300.0,Found,1936.0,36.3,-104.0,"(36.3, -104.0)"
Glasgow,20400.0,Found,1922.0,37.01667,-85.91667,"(37.01667, -85.91667)"
Glen Rose (iron),11000.0,Found,1934.0,32.25,-97.71667,"(32.25, -97.71667)"
Glenormiston,40800.0,Found,1925.0,-22.9,138.71667,"(-22.9, 138.71667)"
Glorieta Mountain,148000.0,Found,1884.0,35.6,-105.8,"(35.6, -105.8)"
Goalpara,2700.0,Found,1868.0,26.16667,90.6,"(26.16667, 90.6)"
Goodland,3628.0,Found,1923.0,39.35,-101.66667,"(39.35, -101.66667)"
Goose Lake,1169500.0,Found,1938.0,41.98,-120.54167,"(41.98, -120.54167)"
Governador Valadares,158.0,Found,1958.0,-18.85,-41.95,"(-18.85, -41.95)"
Grady (1933),4230.0,Found,1933.0,34.8,-103.31667,"(34.8, -103.31667)"
Grady (1937),9300.0,Found,1937.0,34.8,-103.31667,"(34.8, -103.31667)"
Grand Rapids,51700.0,Found,1883.0,42.96667,-85.76667,"(42.96667, -85.76667)"
Grant,525000.0,Found,1929.0,35.16667,-107.88333,"(35.16667, -107.88333)"
Grant County,2300.0,Found,1936.0,37.46667,-101.43333,"(37.46667, -101.43333)"
Great Bear Lake,40.0,Found,1936.0,66.0,-120.0,"(66.0, -120.0)"
Greenbrier County,5000.0,Found,1880.0,37.83333,-80.31667,"(37.83333, -80.31667)"
Gressk,303000.0,Found,1955.0,53.23333,27.33333,"(53.23333, 27.33333)"
Gretna,82000.0,Found,1912.0,39.93333,-99.21667,"(39.93333, -99.21667)"
Gruver,13100.0,Found,1934.0,36.33333,-101.4,"(36.33333, -101.4)"
Guadaloupe County,20.5,Found,1950.0,29.5,-98.0,"(29.5, -98.0)"
Guanghua,190000.0,Found,1932.0,32.4,111.7,"(32.4, 111.7)"
Guffey,309000.0,Found,1907.0,38.76667,-105.51667,"(38.76667, -105.51667)"
Guilford County,1100.0,Found,1822.0,35.56667,-79.83333,"(35.56667, -79.83333)"
Gun Creek,22700.0,Found,1909.0,34.0,-111.0,"(34.0, -111.0)"
Gundaring,112500.0,Found,1937.0,-33.3,117.66667,"(-33.3, 117.66667)"
Haig,503000.0,Found,1951.0,-31.38333,125.63333,"(-31.38333, 125.63333)"
Hainholz,16500.0,Found,1856.0,52.28333,8.91667,"(52.28333, 8.91667)"
Hajmah (a),596.0,Found,1958.0,19.91667,56.25,"(19.91667, 56.25)"
Hajmah (b),890.6,Found,1958.0,19.91667,56.25,"(19.91667, 56.25)"
Hajmah (c),1132.0,Found,1958.0,19.91667,56.25,"(19.91667, 56.25)"
Hale Center (no. 1),610.0,Found,1936.0,34.05,-101.75,"(34.05, -101.75)"
Hale Center (no. 2),695.0,Found,1936.0,34.05,-101.75,"(34.05, -101.75)"
Hammond,24000.0,Found,1884.0,44.91667,-92.43333,"(44.91667, -92.43333)"
Hammond Downs,27000.0,Found,1950.0,-25.46667,142.8,"(-25.46667, 142.8)"
Haniet-el-Beguel,2000.0,Found,1888.0,32.48333,4.4,"(32.48333, 4.4)"
Harding County,3075.0,Found,1941.0,45.5,-103.5,"(45.5, -103.5)"
Hardwick,7800.0,Found,1937.0,43.8,-96.16667,"(43.8, -96.16667)"
Harriman (Of),30000.0,Found,1947.0,35.95,-84.56667,"(35.95, -84.56667)"
Harriman (Om),13000.0,Found,1938.0,35.95,-84.56667,"(35.95, -84.56667)"
Harrison Township,3263.0,Found,1945.0,38.33333,-101.71167,"(38.33333, -101.71167)"
Harrisonville,46500.0,Found,1933.0,38.65,-94.33333,"(38.65, -94.33333)"
Haskell,36000.0,Found,1909.0,33.21333,-99.73167,"(33.21333, -99.73167)"
Hasparos,12880.0,Found,1935.0,34.0,-105.5,"(34.0, -105.5)"
Hassayampa,16000.0,Found,1963.0,33.75,-112.66667,"(33.75, -112.66667)"
Hat Creek,8900.0,Found,1939.0,42.91667,-104.41667,"(42.91667, -104.41667)"
Hatfield,21.0,Found,1941.0,34.48333,-94.45,"(34.48333, -94.45)"
Haven,6100.0,Found,1950.0,37.96417,-97.75583,"(37.96417, -97.75583)"
Haviland (a),1035.0,Found,1937.0,37.61667,-99.1,"(37.61667, -99.1)"
Hawk Springs,367.0,Found,1935.0,41.78333,-104.28333,"(41.78333, -104.28333)"
Hayden Creek,270.0,Found,1895.0,45.0,-114.0,"(45.0, -114.0)"
Hayes Center,4500.0,Found,1941.0,40.51667,-101.03333,"(40.51667, -101.03333)"
Henbury,2000000.0,Found,1931.0,-24.56667,133.16667,"(-24.56667, 133.16667)"
Hendersonville,6000.0,Found,1901.0,35.31667,-81.46667,"(35.31667, -81.46667)"
Hermitage Plains,32000.0,Found,1909.0,-31.73333,146.4,"(-31.73333, 146.4)"
Hesston,12900.0,Found,1951.0,38.11667,-97.43333,"(38.11667, -97.43333)"
Hex River Mountains,60000.0,Found,1882.0,-33.31667,19.61667,"(-33.31667, 19.61667)"
Hildreth,3060.0,Found,1894.0,40.33333,-99.03333,"(40.33333, -99.03333)"
Hill City,11700.0,Found,1947.0,39.36667,-99.85,"(39.36667, -99.85)"
Hinojal,50000.0,Found,1927.0,-32.36667,-60.15,"(-32.36667, -60.15)"
Hinojo,1155.0,Found,1928.0,-36.86667,-60.16667,"(-36.86667, -60.16667)"
Hoba,60000000.0,Found,1920.0,-19.58333,17.91667,"(-19.58333, 17.91667)"
Hobbs,2300.0,Found,1933.0,32.73333,-103.1,"(32.73333, -103.1)"
Hobbs (b),1600.0,Found,1933.0,32.73333,-103.1,"(32.73333, -103.1)"
Holland's Store,12200.0,Found,1887.0,34.36667,-85.43333,"(34.36667, -85.43333)"
Holliday,12.0,Found,1950.0,33.75,-98.83333,"(33.75, -98.83333)"
Holly,299.0,Found,1937.0,38.06667,-102.1,"(38.06667, -102.1)"
Holman Island,552.0,Found,1951.0,70.73333,-117.75,"(70.73333, -117.75)"
Holyoke,11200.0,Found,1933.0,40.56667,-102.3,"(40.56667, -102.3)"
Hope,6800.0,Found,1955.0,33.68333,-93.6,"(33.68333, -93.6)"
Hopper,1800.0,Found,1889.0,36.55,-79.78333,"(36.55, -79.78333)"
Horace,19700.0,Found,1940.0,38.35,-101.78333,"(38.35, -101.78333)"
Horse Creek,570.0,Found,1937.0,37.58333,-102.76667,"(37.58333, -102.76667)"
Howe,8630.0,Found,1938.0,33.5,-96.6,"(33.5, -96.6)"
Huckitta,2300000.0,Found,1924.0,-22.36667,135.76667,"(-22.36667, 135.76667)"
Hugo (stone),80.0,Found,1936.0,39.13333,-103.48333,"(39.13333, -103.48333)"
Hugoton,350000.0,Found,1927.0,37.2,-101.35,"(37.2, -101.35)"
Huizopa,140000.0,Found,1907.0,28.9,-108.56667,"(28.9, -108.56667)"
Hunter,74600.0,Found,1962.0,36.56,-97.66667,"(36.56, -97.66667)"
Huntsman,14500.0,Found,1910.0,41.18333,-103.0,"(41.18333, -103.0)"
Ider,140000.0,Found,1957.0,34.68333,-85.65,"(34.68333, -85.65)"
Ilimaes (iron),51700.0,Found,1870.0,-26.0,-70.0,"(-26.0, -70.0)"
Ilinskaya Stanitza,5621.0,Found,1915.0,51.23333,57.38333,"(51.23333, 57.38333)"
Illinois Gulch,2500.0,Found,1899.0,46.68333,-112.55,"(46.68333, -112.55)"
Imilac,920000.0,Found,1822.0,-24.20333,-68.80667,"(-24.20333, -68.80667)"
Imperial,4.0,Found,1908.0,32.86667,-115.58333,"(32.86667, -115.58333)"
Indian Valley,14100.0,Found,1887.0,36.93333,-80.5,"(36.93333, -80.5)"
Indianola,4000.0,Found,1939.0,40.23333,-100.41667,"(40.23333, -100.41667)"
Indio Rico,15000.0,Found,1887.0,-38.33333,-60.88333,"(-38.33333, -60.88333)"
Ingalls,226.0,Found,1937.0,37.83333,-100.45,"(37.83333, -100.45)"
Ioka,31500.0,Found,1931.0,40.25,-110.08333,"(40.25, -110.08333)"
Iquique,12500.0,Found,1871.0,-20.18333,-69.73333,"(-20.18333, -69.73333)"
Iredell,1500.0,Found,1898.0,31.96667,-97.86667,"(31.96667, -97.86667)"
Iron Creek,175000.0,Found,1869.0,53.0,-112.0,"(53.0, -112.0)"
Iron River,1420.0,Found,1889.0,46.07944,-88.55972,"(46.07944, -88.55972)"
Isoulane-n-Amahar,72000.0,Found,1945.0,27.12917,8.66722,"(27.12917, 8.66722)"
Itutinga,3200.0,Found,1960.0,-21.33333,-44.66667,"(-21.33333, -44.66667)"
Itzawisis,350.0,Found,1946.0,-26.26667,18.18333,"(-26.26667, 18.18333)"
Ivanpah,58000.0,Found,1880.0,35.33333,-115.31667,"(35.33333, -115.31667)"
Jackson County,450.0,Found,1846.0,36.41667,-85.5,"(36.41667, -85.5)"
Jamestown,4000.0,Found,1885.0,46.61667,-98.5,"(46.61667, -98.5)"
Jenkins,55400.0,Found,1946.0,36.82444,-93.76111,"(36.82444, -93.76111)"
Jenny's Creek,12000.0,Found,1883.0,37.9,-82.38333,"(37.9, -82.38333)"
Jerome (Idaho),6800.0,Found,1954.0,42.63333,-114.83333,"(42.63333, -114.83333)"
Jerome (Kansas),29600.0,Found,1894.0,38.76667,-100.73333,"(38.76667, -100.73333)"
Jiddat al Harasis,1400.0,Found,1957.0,19.25,56.06667,"(19.25, 56.06667)"
Joe Wright Mountain,42600.0,Found,1884.0,35.76667,-91.5,"(35.76667, -91.5)"
Joel's Iron,1300.0,Found,1858.0,-24.0,-69.0,"(-24.0, -69.0)"
Johnson City,10400.0,Found,1937.0,37.55,-101.68333,"(37.55, -101.68333)"
Jonah,1304.0,Found,1963.0,30.625,-97.53333,"(30.625, -97.53333)"
Jonesboro,30.0,Found,1891.0,36.3,-82.46667,"(36.3, -82.46667)"
Juarez,6100.0,Found,1938.0,-37.55,-60.15,"(-37.55, -60.15)"
Juncal,104000.0,Found,1866.0,-26.0,-69.25,"(-26.0, -69.25)"
Junction,241.0,Found,1932.0,30.5,-99.83333,"(30.5, -99.83333)"
Kaalijarv,2250.0,Found,1937.0,58.4,22.66667,"(58.4, 22.66667)"
Kennard,8200.0,Found,1961.0,41.48333,-96.16667,"(41.48333, -96.16667)"
Kaldoonera Hill,12000.0,Found,1956.0,-32.61667,134.85,"(-32.61667, 134.85)"
Kalkaska,9399.0,Found,1947.0,44.64694,-85.13667,"(44.64694, -85.13667)"
Kamioka,30.0,Found,1921.0,39.51667,140.36667,"(39.51667, 140.36667)"
Kansas City (1903),36000.0,Found,1903.0,39.1,-94.63333,"(39.1, -94.63333)"
Kanzaki,483.0,Found,1905.0,33.3,130.36667,"(33.3, 130.36667)"
Kappakoola,392.5,Found,1929.0,-33.25,135.53333,"(-33.25, 135.53333)"
Karagai,115.0,Found,1900.0,51.11667,57.91667,"(51.11667, 57.91667)"
Karee Kloof,92100.0,Found,1914.0,-31.6,25.8,"(-31.6, 25.8)"
Kargapole,21800.0,Found,1961.0,55.88333,64.3,"(55.88333, 64.3)"
Karval,1104.0,Found,1936.0,38.71667,-103.51667,"(38.71667, -103.51667)"
Kaufman,23000.0,Found,1893.0,32.58333,-96.41667,"(32.58333, -96.41667)"
Kearney,10000.0,Found,1934.0,40.68333,-99.06667,"(40.68333, -99.06667)"
Keen Mountain,6690.0,Found,1950.0,37.21667,-82.0,"(37.21667, -82.0)"
Kelly,44300.0,Found,1937.0,40.46667,-103.03333,"(40.46667, -103.03333)"
Kendall County,21000.0,Found,1887.0,29.4,-98.5,"(29.4, -98.5)"
Kenton County,194000.0,Found,1889.0,38.81667,-84.6,"(38.81667, -84.6)"
Kermichel,3000.0,Found,1911.0,47.65,-2.76667,"(47.65, -2.76667)"
Keyes,142000.0,Found,1939.0,36.71667,-102.5,"(36.71667, -102.5)"
Kielpa,13600.0,Found,1948.0,-33.6,136.1,"(-33.6, 136.1)"
Kimble County,153800.0,Found,1918.0,30.41667,-99.4,"(30.41667, -99.4)"
Kingfisher,8180.0,Found,1950.0,35.83333,-97.93333,"(35.83333, -97.93333)"
Kingston,12900.0,Found,1891.0,32.9,-107.73333,"(32.9, -107.73333)"
Kinsella,3720.0,Found,1946.0,53.2,-111.43333,"(53.2, -111.43333)"
Kissij,5500.0,Found,1899.0,54.86667,50.88333,"(54.86667, 50.88333)"
Klamath Falls,17000.0,Found,1952.0,42.16667,-121.85,"(42.16667, -121.85)"
Knowles,161000.0,Found,1903.0,36.9,-100.21667,"(36.9, -100.21667)"
Kodaikanal,15900.0,Found,1898.0,10.26667,77.4,"(10.26667, 77.4)"
Kofa,490.0,Found,1893.0,33.5,-114.0,"(33.5, -114.0)"
Kokomo,1800.0,Found,1862.0,40.48333,-86.36667,"(40.48333, -86.36667)"
Kokstad,341000.0,Found,1884.0,-30.55,29.41667,"(-30.55, 29.41667)"
Kopjes Vlei,13600.0,Found,1914.0,-29.3,21.15,"(-29.3, 21.15)"
Koraleigh,450.0,Found,1943.0,-35.1,143.4,"(-35.1, 143.4)"
